Title,Document Length,Abstract,Key Topics,Universities,Figures,Source Link
Subjective-Objective Median-based Importance Technique (SOMIT) to Aid Multi-Criteria Renewable Energy Evaluation,42,"Accelerating the renewable energy transition requires informed decision-making that accounts for the diverse financial, technical, environmental, and social trade-offs across different renewable energy technologies. A critical step in this multi-criteria decision-making (MCDM) process is the determination of appropriate criteria weights. However, deriving these weights often solely involves either subjective assessment from decision-makers or objective weighting methods, each of which has limitations in terms of cognitive burden, potential bias, and insufficient contextual relevance. This study proposes the subjective-objective median-based importance technique (SOMIT), a novel hybrid approach for determining criteria weights in MCDM. By tailoring SOMIT to renewable energy evaluation, the method directly supports applied energy system planning, policy analysis, and technology prioritization under carbon neutrality goals. The practical utility of SOMIT is demonstrated through two MCDM case studies on renewable energy decision-making in India and Saudi Arabia. Using the derived weights from SOMIT, the TOPSIS method ranks the renewable energy alternatives, with solar power achieving the highest performance scores in both cases. The main contributions of this work are five-fold: 1) the proposed SOMIT reduces the number of required subjective comparisons from the conventional quadratic order to a linear order; 2) SOMIT is more robust to outliers in the alternatives-criteria matrix (ACM); 3) SOMIT balances subjective expert knowledge with objective data-driven insights, thereby mitigating bias; 4) SOMIT is inherently modular, allowing both its individual parts and the complete approach to be seamlessly coupled with a wide range of MCDM methods commonly applied in energy systems and policy analysis; 5) a dedicated Python library, pysomit, is developed for SOMIT.","[""Energy Evaluation"", ""The Diverse Financial Technical Environmental And Social TradeOffs"", ""Applied Energy System Planning"", ""Criteria"", ""Objective DataDriven Insights""]","[""Singapore University of Social Sciences""]","Figure 6. Subjective, objective, and final weights determined by SOMIT for the ten criteria of",https://arxiv.org/pdf/2601.03182
Subjective-Objective Median-based Importance Technique (SOMIT) to Aid Multi-Criteria Renewable Energy Evaluation,42,"Accelerating the renewable energy transition requires informed decision-making that accounts for the diverse financial, technical, environmental, and social trade-offs across different renewable energy technologies. A critical step in this multi-criteria decision-making (MCDM) process is the determination of appropriate criteria weights. However, deriving these weights often solely involves either subjective assessment from decision-makers or objective weighting methods, each of which has limitations in terms of cognitive burden, potential bias, and insufficient contextual relevance. This study proposes the subjective-objective median-based importance technique (SOMIT), a novel hybrid approach for determining criteria weights in MCDM. By tailoring SOMIT to renewable energy evaluation, the method directly supports applied energy system planning, policy analysis, and technology prioritization under carbon neutrality goals. The practical utility of SOMIT is demonstrated through two MCDM case studies on renewable energy decision-making in India and Saudi Arabia. Using the derived weights from SOMIT, the TOPSIS method ranks the renewable energy alternatives, with solar power achieving the highest performance scores in both cases. The main contributions of this work are five-fold: 1) the proposed SOMIT reduces the number of required subjective comparisons from the conventional quadratic order to a linear order; 2) SOMIT is more robust to outliers in the alternatives-criteria matrix (ACM); 3) SOMIT balances subjective expert knowledge with objective data-driven insights, thereby mitigating bias; 4) SOMIT is inherently modular, allowing both its individual parts and the complete approach to be seamlessly coupled with a wide range of MCDM methods commonly applied in energy systems and policy analysis; 5) a dedicated Python library, pysomit, is developed for SOMIT.","[""Energy Evaluation"", ""The Diverse Financial Technical Environmental And Social TradeOffs"", ""Applied Energy System Planning"", ""Criteria"", ""Objective DataDriven Insights""]","[""Singapore University of Social Sciences""]",Figure 7. Number of subjective pairwise comparisons required for AHP and SOMIT,https://arxiv.org/pdf/2601.03182
Subjective-Objective Median-based Importance Technique (SOMIT) to Aid Multi-Criteria Renewable Energy Evaluation,42,"Accelerating the renewable energy transition requires informed decision-making that accounts for the diverse financial, technical, environmental, and social trade-offs across different renewable energy technologies. A critical step in this multi-criteria decision-making (MCDM) process is the determination of appropriate criteria weights. However, deriving these weights often solely involves either subjective assessment from decision-makers or objective weighting methods, each of which has limitations in terms of cognitive burden, potential bias, and insufficient contextual relevance. This study proposes the subjective-objective median-based importance technique (SOMIT), a novel hybrid approach for determining criteria weights in MCDM. By tailoring SOMIT to renewable energy evaluation, the method directly supports applied energy system planning, policy analysis, and technology prioritization under carbon neutrality goals. The practical utility of SOMIT is demonstrated through two MCDM case studies on renewable energy decision-making in India and Saudi Arabia. Using the derived weights from SOMIT, the TOPSIS method ranks the renewable energy alternatives, with solar power achieving the highest performance scores in both cases. The main contributions of this work are five-fold: 1) the proposed SOMIT reduces the number of required subjective comparisons from the conventional quadratic order to a linear order; 2) SOMIT is more robust to outliers in the alternatives-criteria matrix (ACM); 3) SOMIT balances subjective expert knowledge with objective data-driven insights, thereby mitigating bias; 4) SOMIT is inherently modular, allowing both its individual parts and the complete approach to be seamlessly coupled with a wide range of MCDM methods commonly applied in energy systems and policy analysis; 5) a dedicated Python library, pysomit, is developed for SOMIT.","[""Energy Evaluation"", ""The Diverse Financial Technical Environmental And Social TradeOffs"", ""Applied Energy System Planning"", ""Criteria"", ""Objective DataDriven Insights""]","[""Singapore University of Social Sciences""]","Figure 8. Objective criteria weights determined by (a) SOMIT Part II and (b) CRITIC, based",https://arxiv.org/pdf/2601.03182
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]",Figure 1: Model representation of solvent and sorbent production in this study. The base version with less detail is highlighted,https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]",Figure 2: Specific energy requirement for production.,https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]","Figure 3: LCOC breakdown for each carbon capture technology. For post-combustion, only the carbon capture infrastructure",https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]",Figure 4: Energy consumption breakdown for each carbon capture technology,https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]","Figure 5: Amount of CO2 captured by each type of technology. For each scenario, the bars to the left represent the case where",https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]",Figure 6: Impacts on the energy system of implementing solvent and sorbent production for carbon capture compared to a,https://arxiv.org/pdf/2411.09520
Accounting for carbon capture solvent cost and energy demand in the energy system,12,"Technical carbon dioxide removal through bioenergy with carbon capture or direct air capture plays a role in virtually all climate mitigation scenarios. Both of these technologies rely on the use of chemical solvents or sorbents in order to capture CO$_2$. Lately, concerns have surfaced about the cost and energy implications of producing solvents and sorbents at scale. Here, we show that the production of chemical sorbents could have significant implications on system cost, energy use and material use depending on how much they are consumed. Among the three chemical sorbents investigated, namely monoethanolamine (MEA) for post-combustion carbon capture, potassium hydroxide for liquid direct air capture and polyethylenimine-silica (PEI) for solid sorbent direct air capture, we found that the production of the compound for solid sorbent direct air capture represent the highest uncertainties for the system. At the high range of solid sorbent consumption, total energy system cost increased by up to 6.5\%, while effects for other options were small to negligible. Scale-up of material production capacities was also substantial for MEA and PEI. Implications of sorbent consumption for carbon capture technologies should be considered more thoroughly in scenarios relying on direct air capture using a solid sorbent.","[""The Cost And Energy Implications"", ""Total Energy System Cost"", ""The System"", ""Carbon Capture Technologies"", ""System Cost""]","[""Chalmers University of Technology""]",Figure 7: Material consumption with this study’s assumptions for a DAC scale-up to 30 GtCO2/y,https://arxiv.org/pdf/2411.09520
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]",Figure 1. Reduction of size and mass along with pyrolysis temperature.,https://arxiv.org/pdf/2507.20683
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]",Figure 2. Moisture absorption pattern and hydrophobicity with process temperature.,https://arxiv.org/pdf/2507.20683
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]",Figure 6 depicts the TGA results of raw samples and charcoals,https://arxiv.org/pdf/2507.20683
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]","Figure 3. Composition of C, N, H, O (elemental analysis).",https://arxiv.org/pdf/2507.20683
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]","Figure 5. Composition of moisture, volatile matter, ash and fixed carbon.",https://arxiv.org/pdf/2507.20683
Energy recovery from Ginkgo biloba urban pruning wastes: pyrolysis optimization and fuel property enhancement for high grade charcoal productions,15,"Ginkgo biloba trees are widely planted in urban areas of developed countries for their resilience, longevity and aesthetic appeal. Annual pruning to control tree size, shape and interference with traffic and pedestrians generates large volumes of unutilized Ginkgo biomass. This study aimed to valorize these pruning residues into charcoal by optimizing pyrolysis conditions and evaluating its fuel properties. The pyrolysis experiment was conducted at 400 to 600 degrees Celsius, after oven drying pretreatment. The mass yield of charcoal was found to vary from 27.33 to 32.05 percent and the approximate volume shrinkage was found to be 41.19 to 49.97 percent. The fuel properties of the charcoals were evaluated using the moisture absorption test, proximate and ultimate analysis, thermogravimetry, calorimetry and inductively coupled plasma optical emission spectrometry. The calorific value improved from 20.76 to 34.26 MJ per kg with energy yield up to 46.75 percent. Charcoal exhibited superior thermal stability and better combustion performance. The results revealed satisfactory properties compared with other biomass, coal and biochar standards. The product complied with first grade standards at 550 and 600 degrees Celsius and second grade wood charcoal standards at other temperatures. However, higher concentrations of some heavy metals like Zn indicate the need for pretreatment and further research on copyrolysis for resource optimization. This study highlights the dual benefits of waste management and renewable energy, providing insights for urban planning and policymaking.","[""Other Biomass Coal And Biochar Standards"", ""Better Combustion Performance"", ""And  Degrees Celsius And Second Grade Wood Charcoal Standards"", ""The Pyrolysis Experiment"", ""Energy Yield""]","[""Agriculture and Forestry University"", ""Kangwon National University""]",Figure 6. Thermogravimetric analysis results under the N2 medium and air medium.,https://arxiv.org/pdf/2507.20683
Optimal Design and Flexible Operation of a Fully Electrified Biodiesel Production Process,25,"The flexible operation of electrified chemical processes, powered by renewable electricity, offers economic and ecological incentives, paving the way for a more sustainable chemical industry. However, this requires a departure from the traditional steady-state operation, posing a challenge to process design and operation. We propose an approach for flexible biodiesel production by utilizing intermediate and final buffer tanks. These tanks serve to decouple the dynamics between different process unit operations. We investigate the flexibility of three different process configurations and compare the outcomes of their dynamic optimization strategies with those of a steady-state operation, considering a typical demand-side response scenario. For all strategies, we employ local gradient-based optimization and solve them using our open-source optimization framework DyOS. Our findings indicate that by incorporating intermediate buffer tanks, we fully exploit the process flexibility potential, leading to total energy savings of up to 29%. We also propose an implementation based on distributed optimization problems, yielding similar savings while significantly reducing computational costs by over 10-fold and improving convergence, thus paving the way toward online application. Overall, this study highlights the potential benefits of incorporating buffer tanks and optimization strategies in the flexible operation of electrified chemical processes, even those initially designed solely for steady-state operation.","[""A SteadyState Operation"", ""Three Different Process Configurations"", ""The Flexible Operation"", ""Different Process Unit Operations"", ""Flexible Biodiesel Production""]","[""RWTH Aachen University""]",Figure 1: Superstructure flowsheet of the considered configurations of the biodiesel production process.,https://arxiv.org/pdf/2308.09537
Optimal Design and Flexible Operation of a Fully Electrified Biodiesel Production Process,25,"The flexible operation of electrified chemical processes, powered by renewable electricity, offers economic and ecological incentives, paving the way for a more sustainable chemical industry. However, this requires a departure from the traditional steady-state operation, posing a challenge to process design and operation. We propose an approach for flexible biodiesel production by utilizing intermediate and final buffer tanks. These tanks serve to decouple the dynamics between different process unit operations. We investigate the flexibility of three different process configurations and compare the outcomes of their dynamic optimization strategies with those of a steady-state operation, considering a typical demand-side response scenario. For all strategies, we employ local gradient-based optimization and solve them using our open-source optimization framework DyOS. Our findings indicate that by incorporating intermediate buffer tanks, we fully exploit the process flexibility potential, leading to total energy savings of up to 29%. We also propose an implementation based on distributed optimization problems, yielding similar savings while significantly reducing computational costs by over 10-fold and improving convergence, thus paving the way toward online application. Overall, this study highlights the potential benefits of incorporating buffer tanks and optimization strategies in the flexible operation of electrified chemical processes, even those initially designed solely for steady-state operation.","[""A SteadyState Operation"", ""Three Different Process Configurations"", ""The Flexible Operation"", ""Different Process Unit Operations"", ""Flexible Biodiesel Production""]","[""RWTH Aachen University""]","Figure 2: German day-ahead electricity prices for September 3, 2022 [55].",https://arxiv.org/pdf/2308.09537
Optimal Design and Flexible Operation of a Fully Electrified Biodiesel Production Process,25,"The flexible operation of electrified chemical processes, powered by renewable electricity, offers economic and ecological incentives, paving the way for a more sustainable chemical industry. However, this requires a departure from the traditional steady-state operation, posing a challenge to process design and operation. We propose an approach for flexible biodiesel production by utilizing intermediate and final buffer tanks. These tanks serve to decouple the dynamics between different process unit operations. We investigate the flexibility of three different process configurations and compare the outcomes of their dynamic optimization strategies with those of a steady-state operation, considering a typical demand-side response scenario. For all strategies, we employ local gradient-based optimization and solve them using our open-source optimization framework DyOS. Our findings indicate that by incorporating intermediate buffer tanks, we fully exploit the process flexibility potential, leading to total energy savings of up to 29%. We also propose an implementation based on distributed optimization problems, yielding similar savings while significantly reducing computational costs by over 10-fold and improving convergence, thus paving the way toward online application. Overall, this study highlights the potential benefits of incorporating buffer tanks and optimization strategies in the flexible operation of electrified chemical processes, even those initially designed solely for steady-state operation.","[""A SteadyState Operation"", ""Three Different Process Configurations"", ""The Flexible Operation"", ""Different Process Unit Operations"", ""Flexible Biodiesel Production""]","[""RWTH Aachen University""]",Figure 3: Production rates and total power demand for all optimizers. (a): biodiesel production rates; (b):,https://arxiv.org/pdf/2308.09537
Optimal Design and Flexible Operation of a Fully Electrified Biodiesel Production Process,25,"The flexible operation of electrified chemical processes, powered by renewable electricity, offers economic and ecological incentives, paving the way for a more sustainable chemical industry. However, this requires a departure from the traditional steady-state operation, posing a challenge to process design and operation. We propose an approach for flexible biodiesel production by utilizing intermediate and final buffer tanks. These tanks serve to decouple the dynamics between different process unit operations. We investigate the flexibility of three different process configurations and compare the outcomes of their dynamic optimization strategies with those of a steady-state operation, considering a typical demand-side response scenario. For all strategies, we employ local gradient-based optimization and solve them using our open-source optimization framework DyOS. Our findings indicate that by incorporating intermediate buffer tanks, we fully exploit the process flexibility potential, leading to total energy savings of up to 29%. We also propose an implementation based on distributed optimization problems, yielding similar savings while significantly reducing computational costs by over 10-fold and improving convergence, thus paving the way toward online application. Overall, this study highlights the potential benefits of incorporating buffer tanks and optimization strategies in the flexible operation of electrified chemical processes, even those initially designed solely for steady-state operation.","[""A SteadyState Operation"", ""Three Different Process Configurations"", ""The Flexible Operation"", ""Different Process Unit Operations"", ""Flexible Biodiesel Production""]","[""RWTH Aachen University""]","Figure 4: (a), (b), and (c) show the liquid levels in FinalTankB, InterTankRSR, and InterTankB, re-",https://arxiv.org/pdf/2308.09537
Optimal Design and Flexible Operation of a Fully Electrified Biodiesel Production Process,25,"The flexible operation of electrified chemical processes, powered by renewable electricity, offers economic and ecological incentives, paving the way for a more sustainable chemical industry. However, this requires a departure from the traditional steady-state operation, posing a challenge to process design and operation. We propose an approach for flexible biodiesel production by utilizing intermediate and final buffer tanks. These tanks serve to decouple the dynamics between different process unit operations. We investigate the flexibility of three different process configurations and compare the outcomes of their dynamic optimization strategies with those of a steady-state operation, considering a typical demand-side response scenario. For all strategies, we employ local gradient-based optimization and solve them using our open-source optimization framework DyOS. Our findings indicate that by incorporating intermediate buffer tanks, we fully exploit the process flexibility potential, leading to total energy savings of up to 29%. We also propose an implementation based on distributed optimization problems, yielding similar savings while significantly reducing computational costs by over 10-fold and improving convergence, thus paving the way toward online application. Overall, this study highlights the potential benefits of incorporating buffer tanks and optimization strategies in the flexible operation of electrified chemical processes, even those initially designed solely for steady-state operation.","[""A SteadyState Operation"", ""Three Different Process Configurations"", ""The Flexible Operation"", ""Different Process Unit Operations"", ""Flexible Biodiesel Production""]","[""RWTH Aachen University""]","Figure 5: (a) shows the temperature setpoint of the glycerol column reboiler, which is an optimization",https://arxiv.org/pdf/2308.09537
